,refListId_actual,Rssi,classe
385,5,-62.0,1
386,5,-59.0,1
387,5,-58.0,1
388,5,-60.0,1
389,5,-47.0,1
390,5,-48.0,1
391,5,-62.0,1
392,5,-60.0,1
393,5,-49.0,1
394,5,-50.0,1
395,5,-50.0,1
396,5,-62.0,1
397,5,-53.0,1
398,5,-50.0,1
399,5,-66.0,1
400,5,-58.0,1
401,5,-57.0,1
402,5,-61.0,1
403,5,-49.0,1
404,5,-55.0,1
405,5,-50.0,1
406,5,-47.0,1
407,5,-55.0,1
408,5,-49.0,1
409,5,-58.0,1
410,5,-63.0,1
411,5,-59.0,1
412,5,-46.0,1
413,5,-58.0,1
414,5,-48.0,1
415,5,-62.0,1
416,5,-69.0,1
417,5,-69.0,1
418,5,-47.0,1
419,5,-48.0,1
420,5,-52.0,1
421,5,-58.0,1
422,5,-49.0,1
423,5,-49.0,1
424,5,-63.0,1
425,5,-64.0,1
426,5,-51.0,1
427,5,-60.0,1
428,5,-48.0,1
429,5,-50.0,1
430,5,-62.0,1
431,5,-64.0,1
432,5,-60.0,1
433,5,-62.0,1
434,5,-49.0,1
435,5,-57.0,1
436,5,-49.0,1
437,5,-55.0,0
438,5,-68.0,0
439,5,-73.0,0
440,5,-52.0,0
441,5,-54.0,0
442,5,-46.0,1
443,5,-66.0,1
444,5,-67.0,1
445,5,-54.0,1
446,5,-53.0,1
447,5,-55.0,1
448,5,-61.0,1
449,5,-50.0,1
450,5,-44.0,1
451,5,-68.0,0
452,5,-57.0,1
453,5,-69.0,1
454,5,-44.0,1
455,5,-61.0,1
456,5,-54.0,1
457,5,-56.0,1
458,5,-63.0,1
459,5,-53.0,1
460,5,-67.0,0
461,5,-50.0,1
462,5,-58.0,1
463,5,-64.0,1
464,5,-57.0,1
465,5,-53.0,1
466,5,-54.0,1
467,5,-68.0,1
468,5,-52.0,1
469,5,-52.0,1
470,5,-55.0,1
471,5,-72.0,0
472,5,-66.0,0
473,5,-60.0,1
474,5,-69.0,1
475,5,-48.0,1
476,5,-53.0,1
477,5,-52.0,1
478,5,-59.0,1
479,5,-60.0,1
480,5,-54.0,1
481,5,-69.0,1
482,5,-63.0,0
483,5,-45.0,1
484,5,-53.0,1
485,5,-54.0,1
486,5,-52.0,1
487,5,-53.0,1
488,5,-51.0,1
489,5,-60.0,1
490,5,-67.0,0
491,5,-52.0,0
492,5,-43.0,1
493,5,-52.0,1
494,5,-62.0,1
495,5,-58.0,1
496,5,-45.0,1
497,5,-49.0,1
498,5,-54.0,1
499,5,-48.0,1
500,5,-50.0,1
501,5,-48.0,1
502,5,-49.0,1
503,5,-51.0,1
504,5,-48.0,1
505,5,-64.0,1
506,5,-64.0,1
507,5,-61.0,1
508,5,-49.0,1
509,5,-44.0,1
510,5,-51.0,1
511,5,-51.0,1
512,5,-54.0,1
513,5,-53.0,1
514,5,-50.0,1
515,5,-48.0,1
516,5,-61.0,1
517,5,-55.0,1
518,5,-56.0,1
519,5,-68.0,1
520,5,-63.0,1
521,5,-45.0,1
522,5,-65.0,0
523,5,-48.0,1
524,5,-57.0,1
525,5,-45.0,1
526,5,-44.0,1
527,5,-57.0,1
528,5,-48.0,1
529,5,-58.0,1
530,5,-48.0,1
531,5,-48.0,1
532,5,-50.0,1
533,5,-45.0,1
534,5,-55.0,1
535,5,-48.0,1
536,5,-51.0,1
537,5,-56.0,1
538,5,-60.0,1
539,5,-56.0,1
540,5,-49.0,1
541,5,-49.0,1
542,7,-64.0,0
543,7,-64.0,0
544,7,-45.0,1
545,7,-44.0,1
546,7,-42.0,1
547,7,-54.0,1
548,7,-49.0,1
549,7,-48.0,1
550,7,-45.0,1
551,7,-44.0,1
552,7,-53.0,1
553,7,-45.0,1
554,7,-67.0,0
555,7,-68.0,0
556,7,-56.0,0
557,7,-58.0,0
558,7,-64.0,0
559,7,-63.0,0
560,7,-62.0,0
561,7,-69.0,0
562,7,-55.0,0
563,7,-55.0,0
564,7,-71.0,1
565,7,-58.0,1
566,7,-47.0,1
567,7,-65.0,1
568,7,-51.0,1
569,7,-62.0,1
570,7,-59.0,1
571,7,-63.0,1
572,7,-45.0,1
573,7,-45.0,1
574,7,-54.0,1
575,7,-48.0,1
576,7,-53.0,1
577,7,-50.0,1
578,7,-63.0,1
579,7,-57.0,1
580,7,-54.0,1
581,7,-64.0,0
582,7,-52.0,1
583,7,-65.0,1
584,7,-60.0,1
585,7,-56.0,1
586,7,-68.0,1
587,7,-60.0,1
588,7,-52.0,1
589,7,-54.0,1
590,7,-66.0,1
591,7,-60.0,1
592,7,-58.0,1
593,7,-58.0,1
594,7,-60.0,1
595,7,-49.0,1
596,7,-58.0,1
597,7,-48.0,1
598,7,-69.0,0
599,7,-66.0,0
600,7,-60.0,0
601,7,-57.0,1
602,7,-44.0,1
603,7,-59.0,1
604,7,-56.0,1
605,7,-56.0,1
606,7,-69.0,1
607,7,-47.0,1
608,7,-53.0,1
609,7,-60.0,1
610,7,-66.0,1
611,7,-58.0,1
612,7,-56.0,1
613,7,-54.0,1
614,7,-57.0,1
615,7,-52.0,1
616,7,-60.0,1
617,7,-57.0,1
618,7,-65.0,1
619,7,-69.0,0
620,7,-68.0,0
621,7,-52.0,1
622,7,-63.0,1
623,7,-61.0,1
624,7,-57.0,1
625,7,-59.0,1
626,7,-63.0,1
627,7,-60.0,1
628,7,-54.0,1
629,7,-61.0,1
630,7,-53.0,1
631,7,-63.0,1
632,7,-63.0,1
633,5,-64.0,0
634,5,-60.0,0
635,5,-62.0,0
636,5,-64.0,1
637,5,-65.0,1
638,5,-62.0,1
639,5,-62.0,1
640,5,-63.0,1
641,5,-62.0,1
642,5,-66.0,1
643,5,-69.0,1
644,5,-58.0,1
645,5,-62.0,1
646,5,-54.0,1
647,5,-70.0,1
648,5,-60.0,1
649,5,-59.0,1
650,5,-60.0,1
651,5,-64.0,1
652,5,-62.0,1
653,5,-52.0,1
654,5,-65.0,1
655,5,-56.0,1
656,5,-61.0,1
657,5,-62.0,1
658,5,-58.0,1
659,5,-64.0,1
660,5,-67.0,0
661,5,-66.0,1
662,5,-60.0,1
663,5,-61.0,1
664,5,-68.0,0
665,5,-62.0,1
666,5,-65.0,1
667,5,-55.0,1
668,5,-57.0,1
669,5,-61.0,1
670,5,-61.0,1
671,5,-66.0,1
672,5,-61.0,1
673,5,-58.0,1
674,5,-46.0,0
675,5,-56.0,0
676,5,-47.0,1
677,5,-64.0,1
678,5,-46.0,1
679,5,-46.0,1
680,5,-49.0,1
681,5,-54.0,1
682,5,-44.0,1
683,5,-54.0,1
684,5,-46.0,1
685,5,-64.0,0
686,5,-68.0,0
687,5,-45.0,1
688,5,-64.0,1
689,5,-46.0,1
690,5,-48.0,1
691,5,-48.0,1
692,5,-64.0,1
693,5,-56.0,1
694,5,-45.0,1
695,5,-56.0,1
696,5,-45.0,1
697,5,-52.0,1
698,5,-64.0,0
699,5,-59.0,1
700,5,-48.0,1
701,5,-45.0,1
702,5,-51.0,1
703,5,-46.0,1
704,5,-45.0,1
705,5,-44.0,1
706,5,-46.0,1
707,5,-45.0,1
708,5,-62.0,1
709,5,-56.0,1
710,5,-58.0,1
711,5,-61.0,0
712,5,-46.0,1
713,5,-44.0,1
714,5,-64.0,1
715,5,-54.0,1
716,5,-44.0,1
717,5,-45.0,1
718,5,-59.0,1
719,5,-57.0,1
720,5,-58.0,1
721,5,-57.0,1
722,5,-62.0,1
723,5,-44.0,1
724,5,-48.0,1
725,5,-45.0,1
726,5,-56.0,1
727,5,-57.0,1
728,5,-58.0,1
729,5,-46.0,1
730,5,-45.0,1
731,5,-70.0,0
732,5,-58.0,0
733,5,-48.0,0
734,5,-67.0,1
735,5,-52.0,1
736,5,-65.0,1
737,5,-44.0,1
738,5,-59.0,1
739,5,-59.0,1
740,5,-45.0,1
741,5,-59.0,1
742,5,-64.0,0
743,5,-67.0,0
744,5,-62.0,0
745,5,-61.0,1
746,5,-45.0,1
747,5,-44.0,1
748,5,-67.0,1
749,5,-57.0,1
750,5,-50.0,1
751,5,-58.0,1
752,5,-59.0,1
753,5,-54.0,1
754,5,-54.0,1
755,5,-67.0,0
756,5,-62.0,0
757,5,-62.0,0
758,5,-61.0,0
759,5,-61.0,0
760,5,-47.0,1
761,5,-50.0,1
762,5,-53.0,1
763,5,-44.0,1
764,5,-55.0,1
765,5,-64.0,1
766,5,-57.0,1
767,5,-53.0,1
768,5,-57.0,1
769,5,-59.0,0
770,5,-68.0,0
771,5,-67.0,0
772,5,-52.0,1
773,5,-47.0,1
774,5,-57.0,1
775,5,-59.0,1
776,5,-54.0,1
777,5,-51.0,1
778,5,-50.0,1
779,5,-57.0,1
780,5,-53.0,1
781,5,-57.0,1
782,5,-57.0,0
783,5,-53.0,1
784,5,-50.0,1
785,5,-67.0,1
786,5,-45.0,1
787,5,-58.0,1
788,5,-55.0,1
789,5,-54.0,1
790,5,-58.0,1
791,5,-52.0,1
792,5,-72.0,1
793,5,-52.0,1
794,5,-62.0,0
795,5,-61.0,0
796,5,-64.0,1
797,5,-59.0,1
798,5,-57.0,1
799,5,-53.0,1
800,5,-59.0,1
801,5,-64.0,0
802,5,-65.0,0
803,5,-55.0,1
804,5,-56.0,1
805,5,-59.0,1
806,5,-69.0,1
807,5,-52.0,1
808,5,-55.0,1
809,5,-59.0,1
810,5,-64.0,1
811,5,-50.0,1
812,5,-46.0,1
813,5,-52.0,1
814,5,-60.0,1
815,5,-60.0,1
816,5,-69.0,0
817,5,-67.0,0
818,5,-68.0,0
819,5,-70.0,0
820,5,-62.0,0
821,5,-58.0,1
822,5,-59.0,1
823,5,-59.0,1
824,5,-60.0,1
825,5,-61.0,1
826,5,-64.0,0
827,5,-56.0,1
828,5,-52.0,1
829,5,-58.0,1
830,5,-60.0,1
831,5,-58.0,1
832,5,-63.0,1
833,5,-59.0,1
834,5,-60.0,0
835,5,-69.0,0
836,5,-49.0,0
837,5,-53.0,0
838,5,-46.0,0
839,5,-61.0,1
840,5,-59.0,1
841,5,-47.0,1
842,5,-58.0,1
843,5,-54.0,1
844,5,-52.0,1
845,5,-56.0,1
846,5,-53.0,1
847,5,-64.0,1
848,5,-61.0,1
849,5,-49.0,1
850,5,-54.0,1
851,5,-54.0,1
852,5,-64.0,1
853,5,-62.0,1
854,5,-46.0,1
855,5,-45.0,1
856,5,-53.0,1
857,5,-63.0,1
858,5,-49.0,1
859,5,-47.0,1
860,5,-60.0,1
861,5,-59.0,1
862,5,-48.0,1
863,5,-54.0,1
864,5,-47.0,1
865,5,-60.0,1
866,5,-59.0,1
867,5,-65.0,0
868,5,-65.0,0
869,5,-64.0,0
870,5,-46.0,1
871,5,-57.0,1
872,5,-51.0,1
873,5,-48.0,1
874,5,-53.0,1
875,5,-46.0,1
876,5,-55.0,1
877,5,-59.0,1
878,5,-60.0,1
879,5,-64.0,0
880,5,-65.0,0
881,5,-47.0,1
882,5,-62.0,1
883,5,-55.0,1
884,5,-54.0,1
885,5,-57.0,1
886,5,-47.0,1
887,5,-61.0,1
888,5,-61.0,1
889,5,-47.0,1
890,5,-62.0,1
891,5,-63.0,1
892,5,-63.0,1
893,5,-45.0,1
894,5,-45.0,1
895,5,-62.0,1
896,5,-49.0,1
897,5,-56.0,1
898,5,-48.0,1
899,5,-57.0,1
900,5,-59.0,1
901,5,-48.0,1
902,5,-63.0,1
903,5,-54.0,0
904,5,-57.0,1
905,5,-59.0,1
906,5,-59.0,1
907,5,-64.0,1
908,5,-61.0,1
909,5,-54.0,1
910,5,-64.0,1
911,5,-55.0,1
912,5,-61.0,1
913,5,-69.0,1
914,5,-59.0,1
915,5,-73.0,1
916,5,-72.0,0
917,5,-71.0,0
918,5,-57.0,1
919,5,-70.0,0
920,5,-63.0,0
921,5,-59.0,1
922,5,-61.0,1
923,5,-61.0,1
924,5,-72.0,1
925,5,-55.0,0
926,5,-49.0,0
927,5,-52.0,1
928,5,-67.0,1
929,5,-67.0,1
930,5,-57.0,1
931,5,-51.0,1
932,5,-44.0,1
933,5,-57.0,1
934,5,-55.0,1
935,5,-45.0,1
936,5,-54.0,1
937,5,-55.0,1
938,5,-62.0,0
939,5,-63.0,0
940,5,-63.0,0
941,5,-65.0,0
942,5,-62.0,0
943,5,-60.0,1
944,5,-65.0,1
945,5,-44.0,1
946,5,-48.0,1
947,5,-62.0,1
948,5,-56.0,1
949,5,-56.0,1
950,5,-53.0,1
951,5,-46.0,1
952,5,-45.0,1
953,5,-57.0,1
954,5,-60.0,1
955,5,-61.0,1
956,5,-48.0,1
957,5,-57.0,1
958,5,-52.0,1
959,5,-62.0,1
960,5,-52.0,1
961,5,-63.0,1
962,5,-64.0,1
963,5,-47.0,1
964,5,-56.0,1
965,5,-58.0,1
966,5,-54.0,1
967,5,-45.0,1
968,5,-64.0,0
969,5,-65.0,0
970,5,-63.0,0
971,5,-56.0,1
972,5,-62.0,1
973,5,-45.0,1
974,5,-58.0,1
975,5,-53.0,1
976,5,-48.0,1
977,5,-46.0,1
978,5,-55.0,1
979,5,-55.0,1
980,5,-54.0,1
981,5,-56.0,1
982,5,-54.0,1
983,5,-46.0,1
984,5,-56.0,1
985,5,-58.0,0
986,5,-68.0,0
987,5,-60.0,1
988,5,-47.0,1
989,5,-58.0,1
990,5,-65.0,1
991,5,-46.0,1
992,5,-55.0,1
993,5,-55.0,1
994,5,-56.0,1
995,5,-56.0,1
996,5,-45.0,1
997,5,-46.0,1
998,5,-67.0,0
999,5,-57.0,0
1000,5,-45.0,0
1001,5,-44.0,1
1002,5,-46.0,1
1003,5,-59.0,1
1004,5,-40.0,1
1005,5,-48.0,1
1006,5,-63.0,1
1007,5,-47.0,1
1008,5,-62.0,1
1009,5,-61.0,1
1010,5,-42.0,1
1011,5,-55.0,1
1012,5,-55.0,1
1013,5,-50.0,1
1014,5,-65.0,0
1015,5,-49.0,1
1016,5,-60.0,1
1017,5,-42.0,1
1018,5,-42.0,1
1019,5,-51.0,1
1020,5,-44.0,1
1021,5,-49.0,1
1022,5,-65.0,1
1023,5,-50.0,1
1024,5,-55.0,1
1025,5,-49.0,1
1026,5,-62.0,1
1027,5,-63.0,1
1028,5,-42.0,1
1029,5,-47.0,1
1030,5,-48.0,1
1031,5,-51.0,1
1032,5,-43.0,1
1033,5,-59.0,1
1034,5,-56.0,1
1035,5,-48.0,1
1036,5,-49.0,1
1037,5,-57.0,1
1038,5,-56.0,1
1039,5,-65.0,1
1040,5,-61.0,1
1041,5,-49.0,1
1042,5,-50.0,1
1043,5,-51.0,1
1044,5,-48.0,1
1045,5,-43.0,1
1046,5,-59.0,1
1047,5,-51.0,1
1048,5,-49.0,1
1049,5,-49.0,1
1050,5,-66.0,1
1051,5,-65.0,1
1052,5,-48.0,1
1053,5,-64.0,1
1054,5,-63.0,1
1055,5,-49.0,1
1056,5,-55.0,1
1057,5,-58.0,0
1058,5,-42.0,1
1059,5,-59.0,1
1060,5,-64.0,1
1061,5,-54.0,1
1062,5,-62.0,1
1063,5,-59.0,1
1064,5,-39.0,1
1065,5,-49.0,1
1066,5,-49.0,1
1067,5,-59.0,1
1068,5,-50.0,1
1069,5,-56.0,1
1070,5,-54.0,1
1071,5,-62.0,1
1072,5,-64.0,1
1073,5,-51.0,0
1074,5,-49.0,1
1075,5,-55.0,1
1076,5,-47.0,1
1077,5,-62.0,1
1078,5,-40.0,1
1079,5,-60.0,1
1080,5,-46.0,1
1081,5,-47.0,1
1082,5,-43.0,1
1083,5,-62.0,0
1084,5,-63.0,0
1085,5,-59.0,0
1086,5,-42.0,1
1087,5,-65.0,1
1088,5,-58.0,1
1089,5,-48.0,1
1090,5,-51.0,1
1091,5,-59.0,1
1092,5,-59.0,1
1093,5,-45.0,1
1094,5,-44.0,1
1095,5,-42.0,1
1096,5,-42.0,1
1097,5,-45.0,1
1098,5,-49.0,1
1099,5,-64.0,0
1100,5,-47.0,1
1101,5,-57.0,1
1102,5,-40.0,1
1103,5,-51.0,1
1104,5,-58.0,1
1105,5,-66.0,1
1106,5,-42.0,1
1107,5,-41.0,1
1108,5,-44.0,1
1109,5,-45.0,1
1110,5,-60.0,1
1111,5,-66.0,0
1112,5,-67.0,0
1113,5,-63.0,0
1114,5,-65.0,0
1115,5,-63.0,0
1116,5,-43.0,1
1117,5,-42.0,1
1118,5,-63.0,1
1119,5,-62.0,1
1120,5,-43.0,1
1121,5,-45.0,1
1122,5,-45.0,1
1123,5,-45.0,1
1124,5,-43.0,1
1125,5,-44.0,1
1126,5,-41.0,1
1127,5,-64.0,0
1128,5,-63.0,0
1129,5,-54.0,1
1130,5,-44.0,1
1131,5,-46.0,1
1132,5,-48.0,1
1133,5,-42.0,1
1134,5,-43.0,1
1135,5,-44.0,1
1136,5,-44.0,1
1137,5,-56.0,1
1138,5,-41.0,1
1139,5,-40.0,1
1140,5,-44.0,1
1141,5,-70.0,0
1142,5,-51.0,0
1143,5,-48.0,0
1144,5,-54.0,0
1145,5,-61.0,1
1146,5,-48.0,1
1147,5,-54.0,1
1148,5,-63.0,1
1149,5,-61.0,1
1150,5,-60.0,1
1151,5,-53.0,1
1152,5,-60.0,1
1153,5,-69.0,0
1154,5,-58.0,1
1155,5,-58.0,1
1156,5,-55.0,1
1157,5,-61.0,1
1158,5,-52.0,1
1159,5,-61.0,1
1160,5,-62.0,1
1161,5,-57.0,1
1162,5,-59.0,1
1163,5,-58.0,1
1164,5,-53.0,1
1165,5,-54.0,1
1166,5,-70.0,0
1167,5,-67.0,0
1168,5,-53.0,1
1169,5,-53.0,1
1170,5,-53.0,1
1171,5,-66.0,1
1172,5,-52.0,1
1173,5,-69.0,0
1174,5,-59.0,0
1175,5,-65.0,1
1176,5,-58.0,1
1177,5,-63.0,1
1178,5,-53.0,1
1179,5,-57.0,1
1180,5,-53.0,1
1181,5,-59.0,1
1182,5,-59.0,1
1183,5,-69.0,0
1184,5,-58.0,0
1185,5,-63.0,0
1186,5,-69.0,1
1187,5,-47.0,1
1188,5,-59.0,1
1189,5,-65.0,1
1190,5,-58.0,1
1191,5,-56.0,1
1192,5,-64.0,1
1193,5,-47.0,1
1194,5,-54.0,1
1195,5,-64.0,1
1196,5,-60.0,1
1197,5,-61.0,1
1198,5,-60.0,1
1199,5,-58.0,1
1200,5,-59.0,1
1201,5,-60.0,1
1202,5,-56.0,1
1203,5,-55.0,1
1204,5,-59.0,1
1205,5,-64.0,1
1206,5,-62.0,1
1207,5,-66.0,0
1208,5,-59.0,1
1209,5,-61.0,1
1210,5,-50.0,1
1211,5,-62.0,1
1212,5,-57.0,1
1213,5,-67.0,1
1214,5,-63.0,1
1215,5,-65.0,1
1216,5,-62.0,1
1217,5,-52.0,0
1218,5,-62.0,1
1219,5,-54.0,1
1220,5,-59.0,1
1221,5,-55.0,1
1222,5,-59.0,1
1223,5,-64.0,1
1224,5,-54.0,1
1225,5,-60.0,1
1226,5,-60.0,1
1227,5,-70.0,0
1228,5,-63.0,1
1229,5,-59.0,1
1230,5,-67.0,1
1231,5,-49.0,1
1232,5,-52.0,1
1233,5,-56.0,1
1234,5,-59.0,1
1235,5,-60.0,1
1236,5,-60.0,1
1237,5,-60.0,1
1238,5,-68.0,1
1239,5,-52.0,1
1240,5,-57.0,1
1241,5,-61.0,1
1242,5,-60.0,1
1243,5,-61.0,1
